Epoch,Average Loss
1,1.603064
2,1.272376
3,1.204969
4,1.156872
5,1.130286
6,1.113502
7,1.102446
8,1.093520
9,1.085776
10,1.079296
11,1.074034
12,1.070987
13,1.062833
14,1.056080
15,1.047560
16,1.041571
17,1.036932
18,1.029263
19,1.018989
20,1.006828
21,1.002258
22,0.999721
23,0.998164
24,0.994300
25,0.989557
26,0.984719
27,0.979745
28,0.975097
29,0.970511
30,0.965781
31,0.962262
32,0.956163
33,0.962295
34,0.949895
35,0.949610
36,0.949701
37,0.943396
38,0.937178
39,0.937180
40,0.934037
41,0.931255
42,0.926862
43,0.922875
44,0.921663
45,0.915356
46,0.912417
47,0.906482
48,0.903269
49,0.900918
50,0.894743
51,0.888860
52,0.885341
53,0.882994
54,0.882943
55,0.877362
56,0.867432
57,0.862874
58,0.858513
59,0.847083
60,0.837506
61,0.834720
62,0.835740
63,0.827598
64,0.820761
65,0.810437
66,0.805357
67,0.782947
68,0.772891
69,0.765210
70,0.762813
71,0.766631
72,0.760877
73,0.758055
74,0.762825
75,0.757161
76,0.767715
77,0.759114
78,0.761044
79,0.768671
80,0.738371
81,0.731362
82,0.716613
83,0.703911
84,0.699590
85,0.699432
86,0.697647
87,0.701415
88,0.711076
89,0.683043
90,0.672444
91,0.669513
92,0.670964
93,0.672903
94,0.668870
95,0.674695
96,0.670120
97,0.663547
98,0.650773
99,0.640561
100,0.631054
101,0.645817
102,0.640640
103,0.622399
104,0.619649
105,0.600465
106,0.579407
107,0.563441
108,0.551686
109,0.539676
110,0.534125
111,0.532817
112,0.531453
113,0.531019
114,0.540927
115,0.563780
116,0.541139
117,0.577110
118,0.556104
119,0.551140
120,0.546870
121,0.557398
122,0.614439
123,0.602779
124,0.581783
125,0.577756
126,0.570356
127,0.569347
128,0.561490
129,0.568225
130,0.558985
131,0.559899
132,0.556481
133,0.546541
134,0.546828
135,0.545611
136,0.539298
137,0.541330
138,0.545447
139,0.557507
140,0.561899
141,0.560006
142,0.549420
143,0.557560
144,0.577419
145,0.569696
146,0.543698
147,0.524626
148,0.510572
149,0.507092
150,0.497362
151,0.498814
152,0.490779
153,0.488676
154,0.479516
155,0.470254
156,0.458048
157,0.444475
158,0.438154
159,0.436254
160,0.434833
161,0.434217
162,0.435672
163,0.437040
164,0.426214
165,0.422549
166,0.415351
167,0.405881
168,0.402570
169,0.401277
170,0.400950
171,0.400124
172,0.395754
173,0.393538
174,0.395487
175,0.392277
176,0.388407
177,0.390976
178,0.390181
179,0.383622
180,0.384441
181,0.386593
182,0.389684
183,0.401621
184,0.394066
185,0.400522
186,0.396855
187,0.423945
188,0.439283
189,0.419290
190,0.398027
191,0.394241
192,0.402547
193,0.396027
194,0.398787
195,0.426841
196,0.395098
197,0.400389
198,0.456499
199,0.425538
200,0.424565
201,0.392835
202,0.381835
203,0.375258
204,0.387940
205,0.387366
206,0.374693
207,0.364382
208,0.363026
209,0.358317
210,0.364109
211,0.363494
212,0.360432
213,0.348738
214,0.348934
215,0.346417
216,0.346256
217,0.340898
218,0.334330
219,0.324641
220,0.317847
221,0.316966
222,0.312171
223,0.314311
224,0.315235
225,0.313118
226,0.312421
227,0.307316
228,0.318995
229,0.362703
230,0.366467
231,0.326212
232,0.318600
233,0.322748
234,0.310641
235,0.306565
236,0.307463
237,0.304521
238,0.303111
239,0.304061
240,0.302410
241,0.305968
242,0.307620
243,0.311552
244,0.293706
245,0.293867
246,0.308057
247,0.302745
248,0.312587
249,0.299677
