Epoch,Average Loss
1,0.009410
2,0.006156
3,0.005825
4,0.005658
5,0.005503
6,0.005381
7,0.005236
8,0.005036
9,0.004882
10,0.004602
11,0.004835
12,0.004346
13,0.004494
14,0.004065
15,0.004229
16,0.003839
17,0.004142
18,0.003816
19,0.004002
20,0.003763
21,0.003725
22,0.003709
23,0.003696
24,0.003648
25,0.003615
26,0.003581
27,0.003558
28,0.003532
29,0.003499
30,0.003461
31,0.003443
32,0.003413
33,0.003371
34,0.003334
35,0.003297
36,0.003266
37,0.003228
38,0.003219
39,0.003176
40,0.003253
41,0.003184
42,0.003282
43,0.003184
44,0.003217
45,0.003138
46,0.003249
47,0.003164
48,0.003256
49,0.003173
50,0.003216
51,0.003159
52,0.003189
53,0.003246
54,0.003181
55,0.003133
56,0.003103
57,0.003130
58,0.003078
59,0.003092
60,0.003086
61,0.003109
62,0.003128
63,0.003126
64,0.003148
65,0.003199
66,0.003131
67,0.003085
68,0.003075
69,0.003063
70,0.003063
71,0.003064
72,0.003046
73,0.003086
74,0.003089
75,0.003080
76,0.003072
77,0.003070
78,0.003056
79,0.003042
80,0.003035
81,0.003022
82,0.003037
83,0.003032
84,0.003110
85,0.003067
86,0.003055
87,0.003083
88,0.003074
89,0.003071
90,0.003069
91,0.003036
92,0.003047
93,0.003045
94,0.003056
95,0.003044
96,0.003045
97,0.003028
98,0.003028
99,0.003025
100,0.003029
101,0.003005
102,0.003072
103,0.003108
104,0.003160
105,0.003059
106,0.003061
107,0.003130
108,0.003093
109,0.002996
110,0.002982
111,0.002958
112,0.002973
113,0.002992
114,0.002979
115,0.002958
116,0.002965
117,0.002959
118,0.002956
119,0.002968
120,0.002984
121,0.002956
122,0.002948
123,0.002946
124,0.002980
125,0.002999
126,0.002965
127,0.002990
128,0.002944
129,0.002939
130,0.002951
131,0.003011
132,0.003061
133,0.003002
134,0.003114
135,0.003160
136,0.003051
137,0.002987
138,0.002931
139,0.002911
140,0.002922
141,0.002934
142,0.002944
143,0.002950
144,0.002955
145,0.002938
146,0.002948
147,0.002941
148,0.002969
149,0.002956
150,0.002959
151,0.002935
152,0.002946
153,0.002935
154,0.002945
155,0.002955
156,0.002934
157,0.002938
158,0.002933
159,0.002961
160,0.002943
161,0.002957
162,0.002940
163,0.002968
164,0.002945
165,0.002930
166,0.002921
167,0.002923
168,0.002931
169,0.002943
170,0.002919
171,0.002926
172,0.002926
173,0.002988
174,0.002936
175,0.002944
176,0.002908
177,0.002918
178,0.002900
179,0.002909
180,0.002911
181,0.002951
182,0.002930
183,0.002959
184,0.002941
185,0.002956
186,0.002904
187,0.002914
188,0.002904
189,0.002921
