Timestamp,Experiment_ID,Model_Type,Task,n_layer,n_embd,n_head,n_qubits,q_depth,learning_rate,num_epochs_run,seq_len_train,Config_Block_Size,Config_n_intermediate,MAE,MSE
2025-05-16_17-09-42,q_trend_seasonality_noise_2025-05-16_17-09-42,Quantum,TrendSeasonalityNoise,1,16,2,4,1,1.0e-03,1000,20,30,32,0.821996,0.882240
