Timestamp,Experiment_ID,Model_Type,Task,n_layer,n_embd,n_head,n_qubits,q_depth,learning_rate,num_epochs_run,seq_len_train,Config_Block_Size,Config_n_intermediate,MAE,MSE
2025-05-16_05-59-09,q_piecewise_regime_2025-05-16_05-59-09,Quantum,PiecewiseRegime,1,16,2,4,1,1.0e-03,1000,20,30,32,20.635424,426.544983
